1,128,40000000,0.000000,66.484610,inf,inf,77010303.587552,601642.996778
1,128,40000000,66.878011,66.878011,76404253.903424,596908.233621,76557300.724748,598103.911912
1,128,40000000,69.033306,69.033306,73957912.735629,577796.193247,74167098.414785,579430.456366
1,128,40000000,69.711029,69.711029,73346331.539590,573018.215153,73446053.995272,573797.296838
1,128,40000000,67.022382,67.022382,76359713.580457,596560.262347,76392390.828485,596815.553348
1,128,40000000,68.135540,68.135540,75144287.357229,587064.744978,75144337.301796,587065.135170
1,128,40000000,68.514549,68.514549,74727778.197883,583810.767171,74728653.617789,583817.606389
1,128,40000000,72.006584,72.006584,71091419.376317,555401.713877,71104608.989645,555504.757732
1,128,40000000,68.675397,68.675397,74544428.844001,582378.350344,74553627.989948,582450.218671
1,128,40000000,67.103710,67.103710,76279240.819919,595931.568906,76299805.182158,596092.227986
1,128,40000000,68.020628,68.020628,75216301.898889,587627.358585,75271283.881707,588056.905326
1,128,40000000,67.727995,67.727995,75547005.651061,590210.981649,75596509.242596,590597.728458
1,128,40000000,66.826802,66.826802,76588521.189447,598347.821793,76615966.150827,598562.235553
1,128,40000000,68.008518,68.008518,75283811.918972,588154.780617,75284687.132868,588161.618226
1,128,40000000,65.196079,65.196079,78499610.444364,613278.206597,78532330.142124,613533.829235
1,128,40000000,67.884898,67.884898,75376635.625202,588879.965822,75421782.323367,589232.674401
1,128,40000000,67.918040,67.918040,75314458.853642,588394.209794,75384978.718467,588945.146238
1,128,40000000,67.902845,67.902845,75386097.371914,588953.885718,75401848.037442,589076.937793
1,128,40000000,71.805114,71.805114,71252190.603026,556657.739086,71304113.520382,557063.386878
1,128,40000000,70.345986,70.345986,72782767.221430,568615.368917,72783115.158838,568618.087178
1,128,40000000,70.114251,70.114251,73007022.395490,570367.362465,73023671.036577,570497.429973
1,256,40000000,70.234169,70.234169,145744240.086332,569313.437837,145797980.467314,569523.361200
1,256,40000000,70.794004,70.794004,144619881.042468,564921.410322,144645018.241940,565019.602508
1,256,40000000,72.158247,72.158247,141862925.148389,554152.051361,141910321.075289,554337.191700
1,256,40000000,70.759493,70.759493,144607051.311122,564871.294184,144715564.878341,565295.175306
1,256,40000000,70.972813,70.972813,144225937.233177,563382.567317,144280599.389516,563596.091365
1,256,40000000,71.199057,71.199057,143758037.469513,561554.833865,143822129.554328,561805.193572
1,256,40000000,69.569865,69.569865,147007757.985444,574249.054631,147190166.316982,574961.587176
1,256,40000000,71.399519,71.399519,143354921.438616,559980.161870,143418333.112300,560227.863720
1,256,40000000,74.468630,74.468630,137485967.634963,537054.561074,137507565.266072,537138.926821
1,256,40000000,70.889475,70.889475,144372204.463356,563953.923685,144450216.340296,564258.657579
1,256,40000000,71.173180,71.173180,143874420.856283,562009.456470,143874420.111621,562009.453561
1,256,40000000,70.911899,70.911899,144304383.175523,563688.996779,144404537.805425,564080.225802
1,256,40000000,69.275593,69.275593,147742727.442261,577120.029071,147815407.368653,577403.935034
1,256,40000000,66.444193,66.444193,154091931.464951,601921.607285,154114295.586373,602008.967134
1,256,40000000,67.369004,67.369004,151922622.976584,593447.746002,151998684.736381,593744.862251
1,256,40000000,66.792945,66.792945,153226124.660322,598539.549454,153309604.779367,598865.643669
1,256,40000000,69.052360,69.052360,148196063.697171,578890.873817,148293266.153394,579270.570912
1,256,40000000,69.985181,69.985181,146207808.721678,571124.252819,146316689.528888,571549.568472
1,256,40000000,69.157228,69.157228,148066355.999694,578384.203124,148068398.577225,578392.181942
1,256,40000000,69.816543,69.816543,146656395.060981,572876.543207,146670109.403727,572930.114858
1,512,40000000,69.203438,69.203438,295717204.411145,577572.664866,295939054.357386,578005.965542
1,512,40000000,67.335573,67.335573,303970023.407984,593691.451969,304148299.146426,594039.646770
1,512,40000000,70.006592,70.006592,292234975.657721,570771.436831,292543879.296395,571374.764251
1,512,40000000,68.839453,68.839453,297338890.882820,580740.021256,297503816.597729,581062.141792
1,512,40000000,66.212102,66.212102,309277631.663166,604057.874342,309309014.234286,604119.168426
1,512,40000000,66.681768,66.681768,306800310.468673,599219.356384,307130428.815265,599864.118780
1,512,40000000,70.054305,70.054305,292095940.827619,570499.884429,292344631.782444,570985.608950
1,512,40000000,68.088023,68.088023,300653077.458278,587213.041911,300787114.937968,587474.833863
1,512,40000000,68.571431,68.571431,298213310.744529,582447.872548,298666656.088889,583333.312674
1,512,40000000,68.994104,68.994104,296593709.877006,579284.589604,296836958.705921,579759.684973
1,512,40000000,70.330108,70.330108,291105008.796517,568564.470306,291198187.837277,568746.460620
1,512,40000000,67.569276,67.569276,302923026.569058,591646.536268,303096336.269757,591985.031777
1,512,40000000,69.003134,69.003134,296734991.210689,579560.529708,296798113.546553,579683.815521
1,512,40000000,70.968441,70.968441,288118289.635248,562731.034444,288578975.547737,563630.811617
1,512,40000000,67.234028,67.234028,304242551.301552,594223.733011,304607660.870772,594936.837638
1,512,40000000,70.285178,70.285178,290960344.512466,568281.922876,291384337.107320,569110.033413
1,512,40000000,70.696866,70.696866,289170033.265690,564785.221222,289687523.065025,565795.943486
1,512,40000000,75.209067,75.209067,271607211.681006,530482.835314,272307592.912966,531850.767408
1,512,40000000,75.511268,75.511268,270299892.884861,527929.478291,271217800.236118,529722.266086
1,512,40000000,71.241575,71.241575,286802699.420949,560161.522307,287472588.864017,561469.900125
1,1024,40000000,71.224758,71.224758,574719060.091436,561249.082121,575080929.021900,561602.469748
1,1024,40000000,68.540413,68.540413,596707217.375536,582721.891968,597603635.682791,583597.300471
1,1024,40000000,69.807516,69.807516,586095381.319685,572358.770820,586756302.859996,573004.202012
1,1024,40000000,73.320609,73.320609,558137332.724555,545055.988989,558642386.617383,545549.205681
1,1024,40000000,71.522742,71.522742,571806294.856537,558404.584821,572684978.995912,559262.674801
1,1024,40000000,69.404557,69.404557,589845588.453219,576021.082474,590162977.338794,576331.032557
1,1024,40000000,70.354126,70.354126,581749812.413276,568115.051185,582197552.990709,568552.297842
1,1024,40000000,67.484094,67.484094,606585336.642439,592368.492815,606957841.058072,592732.266658
1,1024,40000000,69.503138,69.503138,588605002.395719,574809.572652,589325909.284844,575513.583286
1,1024,40000000,70.857929,70.857929,577343002.234796,563811.525620,578058102.714235,564509.865932
1,1024,40000000,70.036531,70.036531,583504144.901180,569828.266505,584837647.084491,571130.514731
1,1024,40000000,69.649511,69.649511,586963675.409006,573206.714267,588087402.365251,574304.103872
1,1024,40000000,71.421218,71.421218,572707885.057351,559285.044001,573499040.579230,560057.656816
1,1024,40000000,72.261771,72.261771,565654733.994826,552397.201167,566828067.360818,553543.034532
1,1024,40000000,75.730399,75.730399,540509539.227437,527841.346902,540866026.600494,528189.479102
1,1024,40000000,71.695884,71.695884,570294845.768273,556928.560321,571301973.206718,557912.083210
1,1024,40000000,71.757514,71.757514,570794887.668489,557416.882489,570811302.074930,557432.912183
1,1024,40000000,70.366354,70.366354,581319928.910911,567695.243077,582096380.892493,568453.496965
1,1024,40000000,72.847324,72.847324,561557612.425132,548396.105884,562271855.037530,549093.608435
1,1024,40000000,73.952948,73.952948,553425055.144522,540454.155415,553865682.271381,540884.455343
1,1500,40000000,75.094640,75.094640,795757361.018043,530504.907345,798991778.907256,532661.185938
1,1500,40000000,76.262887,76.262887,782906593.255511,521937.728837,786752277.028275,524501.518019
1,1500,40000000,76.618914,76.618914,779471679.186160,519647.786124,783096455.791582,522064.303861
1,1500,40000000,73.309287,73.309287,815102853.926270,543401.902618,818450191.719911,545633.461147
1,1500,40000000,71.229948,71.229948,841091215.635873,560727.477091,842342324.888402,561561.549926
1,1500,40000000,71.855036,71.855036,833725115.119280,555816.743413,835014542.334931,556676.361557
1,1500,40000000,71.626544,71.626544,834822507.323542,556548.338216,837678277.483275,558452.184989
1,1500,40000000,69.210161,69.210161,866012507.224192,577341.671483,866924728.003450,577949.818669
1,1500,40000000,69.627075,69.627075,860439084.135015,573626.056090,861733743.662217,574489.162441
1,1500,40000000,71.182115,71.182115,841560996.101338,561040.664068,842908362.585180,561938.908390
1,1500,40000000,69.053304,69.053304,867544789.949515,578363.193300,868893977.904374,579262.651936
1,1500,40000000,70.784969,70.784969,846346016.666335,564230.677778,847637582.492972,565091.721662
1,1500,40000000,67.412438,67.412438,888625891.367406,592417.260912,890043466.459409,593362.310973
1,1500,40000000,69.825974,69.825974,857647887.346333,571765.258231,859279098.634557,572852.732423
1,1500,40000000,70.396420,70.396420,851061162.669920,567374.108447,852316069.481942,568210.712988
1,1500,40000000,70.416854,70.416854,850805547.958732,567203.698639,852068739.111804,568045.826075
1,1500,40000000,72.215003,72.215003,830364411.616794,553576.274411,830852281.485054,553901.520990
1,1500,40000000,70.942007,70.942007,845072603.499926,563381.735667,845761242.700675,563840.828467
1,1500,40000000,70.455705,70.455705,851267595.051387,567511.730034,851598887.556373,567732.591704
1,1500,40000000,69.858193,69.858193,857774281.207073,571849.520805,858882794.177055,572588.529451
